id,left,top,right,bottom,row_index,col_index,grid_area,density,b_area_sum,building_density,density_final1,green_mean
5563,1139602.539600000018254,1699207.949100000318140,1140102.539600000018254,1698707.949100000085309,25,49,76370.864,0.000,,,,0.168674698795181
5564,1139602.539600000018254,1698707.949100000085309,1140102.539600000018254,1698207.949100000318140,26,49,250079.499,0.000,,,,0.186851211072664
5565,1139602.539600000018254,1698207.949100000318140,1140102.539600000018254,1697707.949100000085309,27,49,250079.499,0.000,,,,0.301470588235294
5566,1139602.539600000018254,1697707.949100000085309,1140102.539600000018254,1697207.949100000318140,28,49,250079.499,0.000,,,,0.307958477508651
5567,1139602.539600000018254,1697207.949100000318140,1140102.539600000018254,1696707.949100000085309,29,49,250079.498,0.000,,,,0.98961937716263
5568,1139602.539600000018254,1696707.949100000085309,1140102.539600000018254,1696207.949100000318140,30,49,250079.498,0.002,257.850000,0.001,0.001,1
5569,1139602.539600000018254,1696207.949100000318140,1140102.539600000018254,1695707.949100000085309,31,49,250079.498,0.010,1694.971000,0.007,0.007,1
5570,1139602.539600000018254,1695707.949100000085309,1140102.539600000018254,1695207.949100000318140,32,49,250079.498,0.000,,,,1
5571,1139602.539600000018254,1695207.949100000318140,1140102.539600000018254,1694707.949100000085309,33,49,250079.498,0.000,,,,1
5572,1139602.539600000018254,1694707.949100000085309,1140102.539600000018254,1694207.949100000318140,34,49,250079.498,0.000,,,,1
5573,1139602.539600000018254,1694207.949100000318140,1140102.539600000018254,1693707.949100000085309,35,49,250079.498,0.000,,,,0.87360594795539
5574,1139602.539600000018254,1693707.949100000085309,1140102.539600000018254,1693207.949100000318140,36,49,250079.498,0.000,,,,0.570422535211268
5575,1139602.539600000018254,1693207.949100000318140,1140102.539600000018254,1692707.949100000085309,37,49,250079.497,0.000,,,,0.117647058823529
5576,1139602.539600000018254,1692707.949100000085309,1140102.539600000018254,1692207.949100000318140,38,49,250079.497,0.055,11310.737000,0.045,0.045,0.155709342560554
5577,1139602.539600000018254,1692207.949100000318140,1140102.539600000018254,1691707.949100000085309,39,49,250079.497,0.226,45383.520000,0.181,0.181,0.132352941176471
5578,1139602.539600000018254,1691707.949100000085309,1140102.539600000018254,1691207.949100000318140,40,49,250079.497,0.351,70246.998000,0.281,0.281,0.314878892733564
5579,1139602.539600000018254,1691207.949100000318140,1140102.539600000018254,1690707.949100000085309,41,49,250079.497,0.108,25417.077000,0.102,0.102,0.186851211072664
5580,1139602.539600000018254,1690707.949100000085309,1140102.539600000018254,1690207.949100000318140,42,49,250079.497,0.021,5224.418000,0.021,0.021,0.496323529411765
5581,1139602.539600000018254,1690207.949100000318140,1140102.539600000018254,1689707.949100000085309,43,49,250079.497,0.000,,,,0.273356401384083
5582,1139602.539600000018254,1689707.949100000085309,1140102.539600000018254,1689207.949100000318140,44,49,250079.497,0.000,,,,0.720588235294118
5583,1139602.539600000018254,1689207.949100000318140,1140102.539600000018254,1688707.949100000085309,45,49,250079.497,0.000,,,,0.989130434782609
5584,1139602.539600000018254,1688707.949100000085309,1140102.539600000018254,1688207.949100000318140,46,49,250079.496,0.000,34.662000,0.000,0.000,1
5585,1139602.539600000018254,1688207.949100000318140,1140102.539600000018254,1687707.949100000085309,47,49,250079.496,0.008,2164.013000,0.009,0.009,0.731617647058823
5586,1139602.539600000018254,1687707.949100000085309,1140102.539600000018254,1687207.949100000318140,48,49,250079.496,0.162,32880.158000,0.131,0.131,0
5587,1139602.539600000018254,1687207.949100000318140,1140102.539600000018254,1686707.949100000085309,49,49,250079.496,0.415,81371.524000,0.325,0.325,0
5588,1139602.539600000018254,1686707.949100000085309,1140102.539600000018254,1686207.949100000318140,50,49,250079.496,0.416,83376.626000,0.333,0.333,0.0449826989619377
5589,1139602.539600000018254,1686207.949100000318140,1140102.539600000018254,1685707.949100000085309,51,49,250079.496,0.135,33052.400000,0.132,0.132,0.0625
5590,1139602.539600000018254,1685707.949100000085309,1140102.539600000018254,1685207.949100000318140,52,49,250079.496,0.418,82883.598000,0.331,0.331,0
5591,1139602.539600000018254,1685207.949100000318140,1140102.539600000018254,1684707.949100000085309,53,49,250079.496,0.475,88128.948000,0.352,0.352,0.073943661971831
5592,1139602.539600000018254,1684707.949100000085309,1140102.539600000018254,1684207.949100000318140,54,49,250079.495,0.179,39860.299000,0.159,0.159,0.649819494584838
5593,1139602.539600000018254,1684207.949100000318140,1140102.539600000018254,1683707.949100000085309,55,49,250079.495,0.102,24007.095000,0.096,0.096,0.636678200692042
5594,1139602.539600000018254,1683707.949100000085309,1140102.539600000018254,1683207.949100000318140,56,49,250079.495,0.003,545.141000,0.002,0.002,0.911764705882353
5595,1139602.539600000018254,1683207.949100000318140,1140102.539600000018254,1682707.949100000085309,57,49,250079.495,0.001,94.967000,0.000,0.000,1
5596,1139602.539600000018254,1682707.949100000085309,1140102.539600000018254,1682207.949100000318140,58,49,250079.495,0.200,40133.752000,0.160,0.160,0.78515625
5597,1139602.539600000018254,1682207.949100000318140,1140102.539600000018254,1681707.949100000085309,59,49,250079.495,0.436,82955.810000,0.332,0.332,0.323529411764706
5598,1139602.539600000018254,1681707.949100000085309,1140102.539600000018254,1681207.949100000318140,60,49,250079.495,0.564,106848.878000,0.427,0.427,0.0868055555555556
5599,1139602.539600000018254,1681207.949100000318140,1140102.539600000018254,1680707.949100000085309,61,49,250079.495,0.430,86671.722000,0.347,0.347,0.246323529411765
5600,1139602.539600000018254,1680707.949100000085309,1140102.539600000018254,1680207.949100000318140,62,49,250079.494,0.543,111389.761000,0.445,0.445,0.0795847750865052
5601,1139602.539600000018254,1680207.949100000318140,1140102.539600000018254,1679707.949100000085309,63,49,250079.494,0.449,97351.738000,0.389,0.389,0.202205882352941
5602,1139602.539600000018254,1679707.949100000085309,1140102.539600000018254,1679207.949100000318140,64,49,250079.494,0.428,98072.149000,0.392,0.392,0.176470588235294
5603,1139602.539600000018254,1679207.949100000318140,1140102.539600000018254,1678707.949100000085309,65,49,121703.670,0.333,40418.804000,0.332,0.332,0
5604,1139602.539600000018254,1678707.949100000085309,1140102.539600000018254,1678207.949100000318140,66,49,184830.379,0.463,71630.595000,0.388,0.388,0
5605,1139602.539600000018254,1678207.949100000318140,1140102.539600000018254,1677707.949100000085309,67,49,136951.617,0.387,47503.038000,0.347,0.347,0
5606,1139602.539600000018254,1677707.949100000085309,1140102.539600000018254,1677207.949100000318140,68,49,19946.994,0.148,3912.683000,0.196,0.196,0
5676,1140102.539600000018254,1699207.949100000318140,1140602.539600000018254,1698707.949100000085309,25,50,39998.608,0.000,,,,0.256410256410256
5677,1140102.539600000018254,1698707.949100000085309,1140602.539600000018254,1698207.949100000318140,26,50,250078.635,0.000,,,,0.426470588235294
5678,1140102.539600000018254,1698207.949100000318140,1140602.539600000018254,1697707.949100000085309,27,50,250078.635,0.000,,,,0.215094339622642
5679,1140102.539600000018254,1697707.949100000085309,1140602.539600000018254,1697207.949100000318140,28,50,250078.635,0.012,4780.015000,0.019,0.019,0.166089965397924
5680,1140102.539600000018254,1697207.949100000318140,1140602.539600000018254,1696707.949100000085309,29,50,250078.635,0.052,12389.759000,0.050,0.050,0.447653429602888
5681,1140102.539600000018254,1696707.949100000085309,1140602.539600000018254,1696207.949100000318140,30,50,250078.635,0.000,103.051000,0.000,0.000,0.799295774647887
5682,1140102.539600000018254,1696207.949100000318140,1140602.539600000018254,1695707.949100000085309,31,50,250078.634,0.000,103.051000,0.000,0.000,1
5683,1140102.539600000018254,1695707.949100000085309,1140602.539600000018254,1695207.949100000318140,32,50,250078.634,0.001,134.857000,0.001,0.001,1
5684,1140102.539600000018254,1695207.949100000318140,1140602.539600000018254,1694707.949100000085309,33,50,250078.634,0.000,,,,1
5685,1140102.539600000018254,1694707.949100000085309,1140602.539600000018254,1694207.949100000318140,34,50,250078.634,0.000,,,,0.992647058823529
5686,1140102.539600000018254,1694207.949100000318140,1140602.539600000018254,1693707.949100000085309,35,50,250078.634,0.000,,,,0.747404844290657
5687,1140102.539600000018254,1693707.949100000085309,1140602.539600000018254,1693207.949100000318140,36,50,250078.634,0.000,,,,0.530685920577617
5688,1140102.539600000018254,1693207.949100000318140,1140602.539600000018254,1692707.949100000085309,37,50,250078.634,0.000,20.828000,0.000,0.000,0.296875
5689,1140102.539600000018254,1692707.949100000085309,1140602.539600000018254,1692207.949100000318140,38,50,250078.634,0.050,9396.800000,0.038,0.038,0.882352941176471
5690,1140102.539600000018254,1692207.949100000318140,1140602.539600000018254,1691707.949100000085309,39,50,250078.633,0.123,24133.115000,0.097,0.097,0.670411985018727
5691,1140102.539600000018254,1691707.949100000085309,1140602.539600000018254,1691207.949100000318140,40,50,250078.633,0.299,56908.697000,0.228,0.228,0.373702422145329
5692,1140102.539600000018254,1691207.949100000318140,1140602.539600000018254,1690707.949100000085309,41,50,250078.633,0.078,14851.300000,0.059,0.059,0.352941176470588
5693,1140102.539600000018254,1690707.949100000085309,1140602.539600000018254,1690207.949100000318140,42,50,250078.633,0.000,,,,0.0795847750865052
5694,1140102.539600000018254,1690207.949100000318140,1140602.539600000018254,1689707.949100000085309,43,50,250078.633,0.000,,,,0.664359861591695
5695,1140102.539600000018254,1689707.949100000085309,1140602.539600000018254,1689207.949100000318140,44,50,250078.633,0.005,987.734000,0.004,0.004,0.628676470588235
5696,1140102.539600000018254,1689207.949100000318140,1140602.539600000018254,1688707.949100000085309,45,50,250078.633,0.006,1663.332000,0.007,0.007,0.813148788927336
5697,1140102.539600000018254,1688707.949100000085309,1140602.539600000018254,1688207.949100000318140,46,50,250078.633,0.031,11014.454000,0.044,0.044,0.919117647058823
5698,1140102.539600000018254,1688207.949100000318140,1140602.539600000018254,1687707.949100000085309,47,50,250078.633,0.025,5583.010000,0.022,0.022,0.958477508650519
5699,1140102.539600000018254,1687707.949100000085309,1140602.539600000018254,1687207.949100000318140,48,50,250078.632,0.187,38868.183000,0.155,0.155,0.613970588235294
5700,1140102.539600000018254,1687207.949100000318140,1140602.539600000018254,1686707.949100000085309,49,50,250078.632,0.508,94213.955000,0.377,0.377,0.0424710424710425
5701,1140102.539600000018254,1686707.949100000085309,1140602.539600000018254,1686207.949100000318140,50,50,250078.632,0.495,99620.340000,0.398,0.398,0.172794117647059
5702,1140102.539600000018254,1686207.949100000318140,1140602.539600000018254,1685707.949100000085309,51,50,250078.632,0.190,71088.341000,0.284,0.284,0.181481481481481
5703,1140102.539600000018254,1685707.949100000085309,1140602.539600000018254,1685207.949100000318140,52,50,250078.632,0.365,72558.895000,0.290,0.290,0.183391003460208
5704,1140102.539600000018254,1685207.949100000318140,1140602.539600000018254,1684707.949100000085309,53,50,250078.632,0.095,17729.151000,0.071,0.071,0.602941176470588
5705,1140102.539600000018254,1684707.949100000085309,1140602.539600000018254,1684207.949100000318140,54,50,250078.632,0.258,49173.148000,0.197,0.197,0.768166089965398
5706,1140102.539600000018254,1684207.949100000318140,1140602.539600000018254,1683707.949100000085309,55,50,250078.632,0.052,9420.912000,0.038,0.038,0.972318339100346
5707,1140102.539600000018254,1683707.949100000085309,1140602.539600000018254,1683207.949100000318140,56,50,250078.631,0.128,23603.196000,0.094,0.094,0.724264705882353
5708,1140102.539600000018254,1683207.949100000318140,1140602.539600000018254,1682707.949100000085309,57,50,250078.631,0.444,83426.741000,0.334,0.334,0.352941176470588
5709,1140102.539600000018254,1682707.949100000085309,1140602.539600000018254,1682207.949100000318140,58,50,250078.631,0.550,106075.943000,0.424,0.424,0.132352941176471
5710,1140102.539600000018254,1682207.949100000318140,1140602.539600000018254,1681707.949100000085309,59,50,250078.631,0.435,86765.524000,0.347,0.347,0.013840830449827
5711,1140102.539600000018254,1681707.949100000085309,1140602.539600000018254,1681207.949100000318140,60,50,250078.631,0.522,122262.895000,0.489,0.489,0
5712,1140102.539600000018254,1681207.949100000318140,1140602.539600000018254,1680707.949100000085309,61,50,250078.631,0.436,114668.500000,0.459,0.459,0
5713,1140102.539600000018254,1680707.949100000085309,1140602.539600000018254,1680207.949100000318140,62,50,214038.719,0.260,50570.465000,0.236,0.236,0
5714,1140102.539600000018254,1680207.949100000318140,1140602.539600000018254,1679707.949100000085309,63,50,141850.097,0.191,27721.883000,0.195,0.195,0.0324675324675325
5715,1140102.539600000018254,1679707.949100000085309,1140602.539600000018254,1679207.949100000318140,64,50,50428.792,0.214,12135.894000,0.241,0.241,0
5716,1140102.539600000018254,1679207.949100000318140,1140602.539600000018254,1678707.949100000085309,65,50,108465.939,0.417,40781.904000,0.376,0.376,0
5717,1140102.539600000018254,1678707.949100000085309,1140602.539600000018254,1678207.949100000318140,66,50,249000.621,0.635,134563.860000,0.540,0.540,0
5718,1140102.539600000018254,1678207.949100000318140,1140602.539600000018254,1677707.949100000085309,67,50,250078.630,0.592,125876.213000,0.503,0.503,0.0173010380622837
5719,1140102.539600000018254,1677707.949100000085309,1140602.539600000018254,1677207.949100000318140,68,50,193111.515,0.457,73820.241000,0.382,0.382,0.0533980582524272
5720,1140102.539600000018254,1677207.949100000318140,1140602.539600000018254,1676707.949100000085309,69,50,276.161,0.000,,,,0
5788,1140602.539600000018254,1699707.949100000085309,1141102.539600000018254,1699207.949100000318140,24,51,33230.332,0.001,8.006000,0.000,0.000,0.588235294117647
5789,1140602.539600000018254,1699207.949100000318140,1141102.539600000018254,1698707.949100000085309,25,51,178101.593,0.005,699.337000,0.004,0.004,0.00497512437810945
5790,1140602.539600000018254,1698707.949100000085309,1141102.539600000018254,1698207.949100000318140,26,51,250077.768,0.002,437.575000,0.002,0.002,0.529411764705882
5791,1140602.539600000018254,1698207.949100000318140,1141102.539600000018254,1697707.949100000085309,27,51,250077.768,0.000,,,,0.866920152091255
5792,1140602.539600000018254,1697707.949100000085309,1141102.539600000018254,1697207.949100000318140,28,51,250077.768,0.004,1620.233000,0.006,0.006,0.797794117647059
5793,1140602.539600000018254,1697207.949100000318140,1141102.539600000018254,1696707.949100000085309,29,51,250077.768,0.014,3257.952000,0.013,0.013,0.625
5794,1140602.539600000018254,1696707.949100000085309,1141102.539600000018254,1696207.949100000318140,30,51,250077.768,0.023,3871.489000,0.015,0.015,0.599290780141844
5795,1140602.539600000018254,1696207.949100000318140,1141102.539600000018254,1695707.949100000085309,31,51,250077.768,0.004,995.247000,0.004,0.004,0.996539792387543
5796,1140602.539600000018254,1695707.949100000085309,1141102.539600000018254,1695207.949100000318140,32,51,250077.768,0.005,738.648000,0.003,0.003,1
5797,1140602.539600000018254,1695207.949100000318140,1141102.539600000018254,1694707.949100000085309,33,51,250077.767,0.000,,,,0.965397923875433
5798,1140602.539600000018254,1694707.949100000085309,1141102.539600000018254,1694207.949100000318140,34,51,250077.767,0.000,,,,0.720588235294118
5799,1140602.539600000018254,1694207.949100000318140,1141102.539600000018254,1693707.949100000085309,35,51,250077.767,0.000,,,,0.429065743944637
5800,1140602.539600000018254,1693707.949100000085309,1141102.539600000018254,1693207.949100000318140,36,51,250077.767,0.000,,,,0.489051094890511
5801,1140602.539600000018254,1693207.949100000318140,1141102.539600000018254,1692707.949100000085309,37,51,250077.767,0.000,,,,0.64808362369338
5802,1140602.539600000018254,1692707.949100000085309,1141102.539600000018254,1692207.949100000318140,38,51,250077.767,0.007,1206.609000,0.005,0.005,0.885813148788927
5803,1140602.539600000018254,1692207.949100000318140,1141102.539600000018254,1691707.949100000085309,39,51,250077.767,0.102,20657.082000,0.083,0.083,0.697318007662835
5804,1140602.539600000018254,1691707.949100000085309,1141102.539600000018254,1691207.949100000318140,40,51,250077.767,0.071,15290.072000,0.061,0.061,0.897058823529412
5805,1140602.539600000018254,1691207.949100000318140,1141102.539600000018254,1690707.949100000085309,41,51,250077.766,0.000,40.956000,0.000,0.000,0.6015625
5806,1140602.539600000018254,1690707.949100000085309,1141102.539600000018254,1690207.949100000318140,42,51,250077.766,0.000,,,,0.176056338028169
5807,1140602.539600000018254,1690207.949100000318140,1141102.539600000018254,1689707.949100000085309,43,51,250077.766,0.000,,,,0.836805555555556
5808,1140602.539600000018254,1689707.949100000085309,1141102.539600000018254,1689207.949100000318140,44,51,250077.766,0.010,2959.726000,0.012,0.012,0.802197802197802
5809,1140602.539600000018254,1689207.949100000318140,1141102.539600000018254,1688707.949100000085309,45,51,250077.766,0.264,53993.736000,0.216,0.216,0.539792387543253
5810,1140602.539600000018254,1688707.949100000085309,1141102.539600000018254,1688207.949100000318140,46,51,250077.766,0.322,68125.057000,0.272,0.272,0.363970588235294
5811,1140602.539600000018254,1688207.949100000318140,1141102.539600000018254,1687707.949100000085309,47,51,250077.766,0.427,81237.501000,0.325,0.325,0.294117647058824
5812,1140602.539600000018254,1687707.949100000085309,1141102.539600000018254,1687207.949100000318140,48,51,250077.766,0.160,36891.504000,0.148,0.148,0.801470588235294
5813,1140602.539600000018254,1687207.949100000318140,1141102.539600000018254,1686707.949100000085309,49,51,250077.765,0.350,69752.049000,0.279,0.279,0.152249134948097
5814,1140602.539600000018254,1686707.949100000085309,1141102.539600000018254,1686207.949100000318140,50,51,250077.765,0.271,56016.728000,0.224,0.224,0.0865051903114187
5815,1140602.539600000018254,1686207.949100000318140,1141102.539600000018254,1685707.949100000085309,51,51,250077.765,0.483,109411.873000,0.438,0.438,0.0348837209302326
5816,1140602.539600000018254,1685707.949100000085309,1141102.539600000018254,1685207.949100000318140,52,51,250077.765,0.423,83289.033000,0.333,0.333,0.268382352941176
5817,1140602.539600000018254,1685207.949100000318140,1141102.539600000018254,1684707.949100000085309,53,51,250077.765,0.146,26884.027000,0.108,0.108,0.53125
5818,1140602.539600000018254,1684707.949100000085309,1141102.539600000018254,1684207.949100000318140,54,51,250077.765,0.223,39992.821000,0.160,0.160,0.786713286713287
5819,1140602.539600000018254,1684207.949100000318140,1141102.539600000018254,1683707.949100000085309,55,51,250077.765,0.168,31061.849000,0.124,0.124,0.84452296819788
5820,1140602.539600000018254,1683707.949100000085309,1141102.539600000018254,1683207.949100000318140,56,51,250077.765,0.468,84451.399000,0.338,0.338,0.237410071942446
5821,1140602.539600000018254,1683207.949100000318140,1141102.539600000018254,1682707.949100000085309,57,51,250077.764,0.563,106605.337000,0.426,0.426,0
5822,1140602.539600000018254,1682707.949100000085309,1141102.539600000018254,1682207.949100000318140,58,51,250077.764,0.428,84714.017000,0.339,0.339,0.00367647058823529
5823,1140602.539600000018254,1682207.949100000318140,1141102.539600000018254,1681707.949100000085309,59,51,250077.764,0.191,44844.400000,0.179,0.179,0
5824,1140602.539600000018254,1681707.949100000085309,1141102.539600000018254,1681207.949100000318140,60,51,219682.462,0.102,31026.182000,0.141,0.141,0
5825,1140602.539600000018254,1681207.949100000318140,1141102.539600000018254,1680707.949100000085309,61,51,109757.689,0.031,18283.211000,0.167,0.167,0
5826,1140602.539600000018254,1680707.949100000085309,1141102.539600000018254,1680207.949100000318140,62,51,1953.715,0.000,,,,0
5827,1140602.539600000018254,1680207.949100000318140,1141102.539600000018254,1679707.949100000085309,63,51,19097.593,0.000,,,,0
5829,1140602.539600000018254,1679207.949100000318140,1141102.539600000018254,1678707.949100000085309,65,51,175465.627,0.415,65827.099000,0.375,0.375,0.0222222222222222
5830,1140602.539600000018254,1678707.949100000085309,1141102.539600000018254,1678207.949100000318140,66,51,250077.763,0.501,99904.688000,0.399,0.399,0.0208333333333333
5831,1140602.539600000018254,1678207.949100000318140,1141102.539600000018254,1677707.949100000085309,67,51,250077.763,0.609,112720.564000,0.451,0.451,0.0036101083032491
5832,1140602.539600000018254,1677707.949100000085309,1141102.539600000018254,1677207.949100000318140,68,51,250077.763,0.544,103191.897000,0.413,0.413,0.169014084507042
5833,1140602.539600000018254,1677207.949100000318140,1141102.539600000018254,1676707.949100000085309,69,51,135809.905,0.265,28632.951000,0.211,0.211,0.439490445859873
5834,1140602.539600000018254,1676707.949100000085309,1141102.539600000018254,1676207.949100000318140,70,51,2049.666,0.000,,,,0
5898,1141102.539600000018254,1701207.949100000318140,1141602.539600000018254,1700707.949100000085309,21,52,5689.075,0.000,,,,0.7
5899,1141102.539600000018254,1700707.949100000085309,1141602.539600000018254,1700207.949100000318140,22,52,134363.395,0.000,,,,0.19205298013245
5900,1141102.539600000018254,1700207.949100000318140,1141602.539600000018254,1699707.949100000085309,23,52,208000.413,0.000,,,,0.487704918032787
5901,1141102.539600000018254,1699707.949100000085309,1141602.539600000018254,1699207.949100000318140,24,52,213344.339,0.000,,,,0.331896551724138
5902,1141102.539600000018254,1699207.949100000318140,1141602.539600000018254,1698707.949100000085309,25,52,250076.898,0.002,289.118000,0.001,0.001,0.339100346020761
5903,1141102.539600000018254,1698707.949100000085309,1141602.539600000018254,1698207.949100000318140,26,52,250076.898,0.000,,,,0.581314878892734
5904,1141102.539600000018254,1698207.949100000318140,1141602.539600000018254,1697707.949100000085309,27,52,250076.898,0.000,,,,0.904411764705882
5905,1141102.539600000018254,1697707.949100000085309,1141602.539600000018254,1697207.949100000318140,28,52,250076.898,0.003,559.448000,0.002,0.002,0.235294117647059
5906,1141102.539600000018254,1697207.949100000318140,1141602.539600000018254,1696707.949100000085309,29,52,250076.898,0.000,81.772000,0.000,0.000,0.430147058823529
5907,1141102.539600000018254,1696707.949100000085309,1141602.539600000018254,1696207.949100000318140,30,52,250076.898,0.143,26841.333000,0.107,0.107,0.376344086021505
5908,1141102.539600000018254,1696207.949100000318140,1141602.539600000018254,1695707.949100000085309,31,52,250076.898,0.058,11616.117000,0.046,0.046,0.576923076923077
5909,1141102.539600000018254,1695707.949100000085309,1141602.539600000018254,1695207.949100000318140,32,52,250076.898,0.099,16253.314000,0.065,0.065,0.783582089552239
5910,1141102.539600000018254,1695207.949100000318140,1141602.539600000018254,1694707.949100000085309,33,52,250076.897,0.011,1914.665000,0.008,0.008,0.893992932862191
5911,1141102.539600000018254,1694707.949100000085309,1141602.539600000018254,1694207.949100000318140,34,52,250076.897,0.000,,,,0.992647058823529
5912,1141102.539600000018254,1694207.949100000318140,1141602.539600000018254,1693707.949100000085309,35,52,250076.897,0.000,,,,0.570934256055363
5913,1141102.539600000018254,1693707.949100000085309,1141602.539600000018254,1693207.949100000318140,36,52,250076.897,0.000,,,,0.356617647058824
5914,1141102.539600000018254,1693207.949100000318140,1141602.539600000018254,1692707.949100000085309,37,52,250076.897,0.000,,,,0.0484429065743945
5915,1141102.539600000018254,1692707.949100000085309,1141602.539600000018254,1692207.949100000318140,38,52,250076.897,0.001,130.381000,0.001,0.001,0.211072664359862
5916,1141102.539600000018254,1692207.949100000318140,1141602.539600000018254,1691707.949100000085309,39,52,250076.897,0.008,1505.921000,0.006,0.006,0.371323529411765
5917,1141102.539600000018254,1691707.949100000085309,1141602.539600000018254,1691207.949100000318140,40,52,250076.897,0.008,1438.008000,0.006,0.006,1
5918,1141102.539600000018254,1691207.949100000318140,1141602.539600000018254,1690707.949100000085309,41,52,250076.896,0.048,14459.741000,0.058,0.058,0.904411764705882
5919,1141102.539600000018254,1690707.949100000085309,1141602.539600000018254,1690207.949100000318140,42,52,250076.896,0.229,48618.413000,0.194,0.194,0.487364620938628
5920,1141102.539600000018254,1690207.949100000318140,1141602.539600000018254,1689707.949100000085309,43,52,250076.896,0.107,24782.808000,0.099,0.099,0.80078125
5921,1141102.539600000018254,1689707.949100000085309,1141602.539600000018254,1689207.949100000318140,44,52,250076.896,0.041,8990.031000,0.036,0.036,0.908088235294118
5922,1141102.539600000018254,1689207.949100000318140,1141602.539600000018254,1688707.949100000085309,45,52,250076.896,0.051,12824.379000,0.051,0.051,0.642105263157895
5923,1141102.539600000018254,1688707.949100000085309,1141602.539600000018254,1688207.949100000318140,46,52,250076.896,0.408,79567.205000,0.318,0.318,0.161764705882353
5924,1141102.539600000018254,1688207.949100000318140,1141602.539600000018254,1687707.949100000085309,47,52,250076.896,0.298,57054.904000,0.228,0.228,0.207612456747405
5925,1141102.539600000018254,1687707.949100000085309,1141602.539600000018254,1687207.949100000318140,48,52,250076.896,0.345,67233.383000,0.269,0.269,0.0404411764705882
5926,1141102.539600000018254,1687207.949100000318140,1141602.539600000018254,1686707.949100000085309,49,52,250076.896,0.324,64582.613000,0.258,0.258,0.152249134948097
5927,1141102.539600000018254,1686707.949100000085309,1141602.539600000018254,1686207.949100000318140,50,52,250076.895,0.347,79637.583000,0.318,0.318,0.0280701754385965
5928,1141102.539600000018254,1686207.949100000318140,1141602.539600000018254,1685707.949100000085309,51,52,250076.895,0.417,86269.908000,0.345,0.345,0.0289855072463768
5929,1141102.539600000018254,1685707.949100000085309,1141602.539600000018254,1685207.949100000318140,52,52,250076.895,0.426,107374.177000,0.429,0.429,0.0449826989619377
5930,1141102.539600000018254,1685207.949100000318140,1141602.539600000018254,1684707.949100000085309,53,52,250076.895,0.499,98493.309000,0.394,0.394,0.128676470588235
5931,1141102.539600000018254,1684707.949100000085309,1141602.539600000018254,1684207.949100000318140,54,52,250076.895,0.326,60768.848000,0.243,0.243,0.625454545454545
5932,1141102.539600000018254,1684207.949100000318140,1141602.539600000018254,1683707.949100000085309,55,52,250076.895,0.610,113569.490000,0.454,0.454,0.078125
5933,1141102.539600000018254,1683707.949100000085309,1141602.539600000018254,1683207.949100000318140,56,52,250076.895,0.466,92376.930000,0.369,0.369,0.253676470588235
5934,1141102.539600000018254,1683207.949100000318140,1141602.539600000018254,1682707.949100000085309,57,52,250076.895,0.345,70629.181000,0.282,0.282,0.0592334494773519
5935,1141102.539600000018254,1682707.949100000085309,1141602.539600000018254,1682207.949100000318140,58,52,239258.138,0.245,56136.841000,0.235,0.235,0.0230769230769231
5936,1141102.539600000018254,1682207.949100000318140,1141602.539600000018254,1681707.949100000085309,59,52,81446.506,0.028,1860.186000,0.023,0.023,0
5937,1141102.539600000018254,1681707.949100000085309,1141602.539600000018254,1681207.949100000318140,60,52,104063.438,0.010,3781.497000,0.036,0.036,0
5938,1141102.539600000018254,1681207.949100000318140,1141602.539600000018254,1680707.949100000085309,61,52,38302.990,0.000,,,,0
5941,1141102.539600000018254,1679707.949100000085309,1141602.539600000018254,1679207.949100000318140,64,52,50575.152,0.059,8590.639000,0.170,0.170,0
5942,1141102.539600000018254,1679207.949100000318140,1141602.539600000018254,1678707.949100000085309,65,52,227727.011,0.350,69995.606000,0.307,0.307,0.036144578313253
5943,1141102.539600000018254,1678707.949100000085309,1141602.539600000018254,1678207.949100000318140,66,52,250076.893,0.387,73038.588000,0.292,0.292,0.351648351648352
5944,1141102.539600000018254,1678207.949100000318140,1141602.539600000018254,1677707.949100000085309,67,52,250076.893,0.116,22607.249000,0.090,0.090,0.85546875
5945,1141102.539600000018254,1677707.949100000085309,1141602.539600000018254,1677207.949100000318140,68,52,250076.893,0.013,3897.940000,0.016,0.016,0.988970588235294
5946,1141102.539600000018254,1677207.949100000318140,1141602.539600000018254,1676707.949100000085309,69,52,250076.893,0.014,2597.263000,0.010,0.010,0.982698961937716
5947,1141102.539600000018254,1676707.949100000085309,1141602.539600000018254,1676207.949100000318140,70,52,113614.591,0.005,388.909000,0.003,0.003,0.661290322580645
6011,1141602.539600000018254,1701207.949100000318140,1142102.539600000018254,1700707.949100000085309,21,53,169817.647,0.000,,,,0.978494623655914
6012,1141602.539600000018254,1700707.949100000085309,1142102.539600000018254,1700207.949100000318140,22,53,250076.026,0.000,,,,0.3671875
6013,1141602.539600000018254,1700207.949100000318140,1142102.539600000018254,1699707.949100000085309,23,53,250076.026,0.000,,,,0.279411764705882
6014,1141602.539600000018254,1699707.949100000085309,1142102.539600000018254,1699207.949100000318140,24,53,250076.026,0.000,,,,0.409090909090909
6015,1141602.539600000018254,1699207.949100000318140,1142102.539600000018254,1698707.949100000085309,25,53,250076.025,0.001,135.028000,0.001,0.001,0.560553633217993
6016,1141602.539600000018254,1698707.949100000085309,1142102.539600000018254,1698207.949100000318140,26,53,250076.025,0.000,,,,0.532374100719424
